;date;text;geo;mentions;hashtags;Unnamed: 5
26412;2013-01-28;Im mad as hell I can't fit most of my jeans !!;;;;
26414;2013-01-28;Damn girl I love the way you fit in them jeans;;;;
26415;2013-01-28;Jeans are my worst enemy;;;;
26417;2013-01-28;@cindycavanaugh cindy it's not dress up. Jeans and a shirt. Get it straight. );;@cindycavanaugh;;
26418;2013-01-28;My Jeans show off ho w much bigger my legs are getting;;;;
26420;2013-01-28;Just ripped a hole in my new jeans ... Killing myself;;;;
26421;2013-01-28;My denim shirt under my sweater is the exact same wash as my jeans;;;;
26422;2013-01-28;@meganmalm20 bahahaha! That's so sad I knew it was her. Gah was she still wearing those fugly jeans ?;;@meganmalm20;;
26423;2013-01-28;I need new jeans & sweaters & shoes!;;;;
26424;2013-01-28;Keeping your pads on at home cause it takes to much effort to take off your skinny jeans #bikelife;;;#bikelife;
26425;2013-01-28;@Admire_Caraa Jo Jo Had Them Baggy Ass Jeans On .;;@Admire_Caraa;;
26427;2013-01-28;#IReallyDislike skinny jeans /hipsters/big glasses/douchery;;;#IReallyDislike;
26428;2013-01-28;@Kitana_Loves .... lmfao then wear ya light jeans . trying to make that ass look FAT , I see ya.;;@Kitana_Loves;;
26429;2013-01-28;Oh @LanceGordon & remember: Friday is Hawaiian shirt day. So, you know, if you want to, go ahead & wear a Hawaiian shirt & jeans .;;@LanceGordon;;
26431;2013-01-28;I've had the same jeans on for four days now, i'm gonna go to a disco in the middle of the town;;;;
26433;2013-01-28;@EWhayley who am i kidding, im not buying a single pair of jeans #comfy #yogapantsallday #leggingsallday;;@EWhayley;#comfy #yogapantsallday #leggingsallday;
26434;2013-01-28;"Me- ""I hate it when i'm wearing my apple bottom jeans and i cant find my boots with the fur"" @SepybooSwag- ""You're so gay :D"" haha no";;@SepybooSwag;;
26435;2013-01-28;Just because having holes in your jeans are cool, if they're in your socks then you are dirty af!;;;;
26440;2013-01-28; I s There Anymore Room For Me In Those Jeans ?;;;;
26444;2013-01-28;@daveyboyhelem all those hoodies are from the @marvinphipps collection sponsored by the AllRoy jeans collection;;@daveyboyhelem @marvinphipps;;
26445;2013-01-28;I need more jeans ..and shirts..and everything.;;;;
26446;2013-01-28;I hate it when I wear my #applebottom jeans and I can't find my #boots with the fur.............. Lol!;;;#applebottom #boots;
26448;2013-01-28;skinny jeans and leggings are the way forward;;;;
26449;2013-01-28;I just bought ae jeans , a bra, and a water bottle all for $29.00 :))));California, USA;;;
26450;2013-01-28;Relly pleased with my new #BossOrange & #Diesel jeans I bought @#Hoopers #TunbridgeWells Such a great bargain with the extra 50% off too!;;@;#BossOrange #Diesel #Hoopers #TunbridgeWells;
26451;2013-01-28;@PrettyAmour_ My Red And White and My Khaki Make My But Look A Lil Smaller Then The Light Jeans;;@PrettyAmour_;;
26454;2013-01-28;.......“@amandaa_pleaase: Don't like his baggy jeans but I'm gon like what's underneath em”;;@amandaa_pleaase;;
26455;2013-01-28;Sweat or jeans for later #Indecisive;;;#Indecisive;
26457;2013-01-28;RT @silkdolls i just realized... i really need some dresses. im always in jeans lol;;@silkdolls;;
26458;2013-01-28;@TheCab Should I wear a dress or jeans /top tomorrow? #TheCabChatAlexD;;@TheCab;#TheCabChatAlexD;
26459;2013-01-28;aww poor thang “ @YolandaDee : Just ripped my damn jeans ....Guess I'll see these Summer 13 with plenty more rips then! Hmph!!!:-)”;;@YolandaDee;;
26460;2013-01-28;Jeans wanting me to go to hospital because of a migraine no way ill be fine;;;;
26461;2013-01-28;Why do boys wear skinny jeans and sag them... Looks like you have a saggy ass. #sounattractive #stopwearingyourgirlfriendspants;;;#sounattractive #stopwearingyourgirlfriendspants;
26462;2013-01-28;ripped jeans skin was showin;;;;
26463;2013-01-28;When you MUST scratch ya balls in school but you wearing jeans . Gahhhh the worst;;;;
26466;2013-01-28;i dont know what my problem is with baggy jeans on ppl i just.... they r so tragic;;;;
26469;2013-01-28;"Lies! @CloydRivers ""Skinny jeans and unsweet tea are the leadin' causes of terror in the world. Merica.""";;@CloydRivers;;
26470;2013-01-28;@leahkenworthy1 I would hate that...love having Italian jeans ha #tannatural ha;;@leahkenworthy1;#tannatural;
26472;2013-01-28;@SarahKhalil13 EXACTLY. omg and when they are neon skinny jeans >.<;;@SarahKhalil13;;
26473;2013-01-28;Gud morning : seperti biasa cek orderannya : All jeans & Shoes, wrangler, levis, nudie, psd, april, zara dsb , razka shoes, Black master....;;;;
26475;2013-01-28;people are just now starting to realize I don't wear jeans;;;;
26476;2013-01-28;@JodieMortimer1 I'd go for clothes :) I'm wearing jeans and coat..;;@JodieMortimer1;;
26477;2013-01-28;@molly_rufo @ashmaciolek @jennygriff9 *that one day she wore jeans *;;@molly_rufo @ashmaciolek @jennygriff9;;
26480;2013-01-28;Need to keep them above my ankle as all my jeans are secretly too short for me;;;;
26481;2013-01-28;“ @SarahKhalil13 : Guys, why the hell do you wear skinny jeans ? Are you gay or what.” #awk I wear skinny jeans lawl;;@SarahKhalil13;#awk;
26483;2013-01-28;@JENN_rangel Some cake in your jeans !;;@JENN_rangel;;
26484;2013-01-28;@guywilliamsguy time to cutoff some jeans !;;@guywilliamsguy;;
26485;2013-01-28;If your going to go to the store. At least put jeans on & dont wear the cloths you slept in lastnight. #dumbbass;;;#dumbbass;
26487;2013-01-28;#TheUglyTruth My first boyfriend had a jean fetish. He bought me designer jeans because Levi's weren't enough.;;;#TheUglyTruth;
26488;2013-01-28;I seriously cannot wait until the valentines dance. I plan to get down in some jeans & my hair in a bun.;;;;
26490;2013-01-28;Levi jeans > everything;;;;
26491;2013-01-28;how did i manage to lose every single pair of my jeans .. #wtf;;;#wtf;
26493;2013-01-28;When I get home the Jeans come off and the Nike shorts/Huge Tshirt come on. And you best believe my hair goes up ! #lookingextraratchet;;;#lookingextraratchet;
26495;2013-01-28;@fuckyoumisha My jeans are really warm and my coat is warm and the sun is warm and idek I'm so happy right now it's pretty fucking great;;@fuckyoumisha;;
26500;2013-01-28;High school registration is like 6th grade all over again. Except I don't have glasses and my jeans aren't from Justice.;;;;
26501;2013-01-28;T shirt and jeans on the 4 wheeler? Ya I think I can handle that;;;;
26502;2013-01-28;Jeans , flip flops & a tee #perfect;;;#perfect;
26504;2013-01-28;@CherLFM *stands up slowly, not bothering to clean of my jeans and looping my arm with your own* Yay! I'm hungry!;;@CherLFM;;
26505;2013-01-28;"For this lady in Walmart to say ""if I see one more lil white girl wit white jeans on, ima pull her hair out yall know its wintaa right?""";;;;
26507;2013-01-28;Why are protestors always wearing skinny jeans ? Is there some sort of protestor uniform I'm unaware of;;;;
26508;2013-01-28;I send pictures of my fatass in apple bottom jeans to make @chelseafarcas smile. Not going to brag.;;@chelseafarcas;;
26510;2013-01-28;She tucks her Paul Mitchell hair under her John Deere cap Hides Victoria's Secret under those jeans #perfect #me #craigmorgan;;;#perfect #me #craigmorgan;
26511;2013-01-28;i remember when i literally owned one pair of jeans i wore. haha whyy do i know own 7-9 pairs of wearable pants?;;;;
26512;2013-01-28;@ElaineEdwards I threw out all my old jeans and then lost weight, I'd say I'd have fit into them again too : /;;@ElaineEdwards;;
26515;2013-01-28;How flat Hollister jeans make my ass look. #CantHandle;;;#CantHandle;
26517;2013-01-28;"@PitchPerfQuotes ""I can see your toner through those jeans !"" ""That's my dick..""";;@PitchPerfQuotes;;
26519;2013-01-28;I thought jeans with holes were out if style. Especially if you put leggings under them. #trashy #guessiwaswrong;;;#trashy #guessiwaswrong;
26520;2013-01-28;In those jeans .. Tell me is there anymore room for me;;;;
26522;2013-01-28;"@jtbourne @dustinparkes ""Where what you think Hilary Duff would, with skinny jeans ."" Love this";;@jtbourne @dustinparkes;;
26523;2013-01-28;I remember when I use to workout wearing blue jeans ! #cmonman;;;#cmonman;
26525;2013-01-28;the only time my mum and dad got the house broken into was when i wasn't born and the person stole a pair of jeans ,winning;;;;
26526;2013-01-28;@Kayla_Gartner @cheyennenordgul I'm Sorry girl, jeans during finals just aren't acceptable;;@Kayla_Gartner @cheyennenordgul;;
26529;2013-01-28;Yay my practice pair of jeans fits like a glove after 14hrs of loving labour. OMG i need coffee!!! #allnighterworking;;;#allnighterworking;
26531;2013-01-28;baggy roll up jeans are so nice but I would look like a denim gypsey in them - I ain't no Cara Delevigne;;;;
26533;2013-01-28;I can see your toner through your jeans;;;;
26535;2013-01-28;Loving the way you fit in them jeans you lookin at me you ready;;;;
26536;2013-01-28;@karegenscheid so by pants do you mean like jeans or just all pants in general?!;;@karegenscheid;;
26539;2013-01-28;'all she do is touch me and my jeans look like a teepee' AHAHAHA WHAT A BAR;;;;
26541;2013-01-28;Tell me is there anymore room for me,in those jeans;;;;
26542;2013-01-28;"One of my students kindly informed me that my skinny jeans made my legs look ""too skinny and too short, like a bird."" Thank you, 10 year old";;;;
26543;2013-01-28;If your jeans are skinnier than mine it's not happening.;;;;
26544;2013-01-28;3 pairs of skinny jeans , a sweater, and a tshirt for $88?! I will take it Gap, not mad!;;;;
26545;2013-01-28;jeans need washing but i need them for tomorrow.... #SurveyingInShorts;;;#SurveyingInShorts;
26547;2013-01-28;At least I'm not wearing a deep v and faggot jeans #killyourself @KatieZacharko;;@KatieZacharko;#killyourself;
26548;2013-01-28;Nick: izamarr ima change me: okay he starts changing next thing u know he goes to the living room with Naomi's Jeans on;;;;
26549;2013-01-28;@Snakeboi69 I'll roll up on ya smooth and punch you in the jeans;;@Snakeboi69;;
26551;2013-01-28;@BenBushBB @DanBowen96 yeaa his mum is going onto his jeans );;@BenBushBB @DanBowen96;;
26552;2013-01-28;Hollister needs to bring back some of their old jeans & get new cute capris in;Ottawa, IL;;;
26554;2013-01-28;You're lookin' so good in what's left of those blue jeans . #LukeBryan;;;#LukeBryan;
26555;2013-01-28;@corrie_gunzz all that ass in them jeans lol;;@corrie_gunzz;;
26557;2013-01-28;Walk in to heinen's to see a girl around my age wearing flare jeans and crocs #o;;;#o;
26558;2013-01-28;@KarlyRumpel19 @CheyenneNordgul the one time i wear jeans , and who tried to go watch a basketball game and eat McDanks #thatsright;;@KarlyRumpel19 @CheyenneNordgul;#thatsright;
26559;2013-01-28;@Niamisocoollike ohh cool :D jeans -) wbu? :);;@Niamisocoollike;;
26560;2013-01-28;A cold beer on a Friday night, a pair of jeans that fit just right, and the radio up.;;;;
26561;2013-01-28;There is THE CUTEST old man at the gym right now. He's in a flannel, jeans & suspenders. And he has a cane. On the treadmill. I LOVE HIM.;;;;
26563;2013-01-28;@S_triippp jeggings don't count, i don't consider them jeans;;@S_triippp;;
26565;2013-01-28;an old man called me and jamie rascals and punks because we had skinny jeans on and had skateboards.. thanks old dude xx;;;;
26566;2013-01-28;I look like a lesbian in my iron maiden shirt and my Jeans that are 5 sizes too big.. #gross;;;#gross;
26568;2013-01-28;but I been trying to wear jeans lately #LRT;;;#LRT;
26570;2013-01-28;I will love you till the end of timeeee Blue Jeans // Lana Del Rey;;;;
26574;2013-01-28;Blue jeans , white shirt. Walked into the room you know you made my eyes burn.;;;;
26576;2013-01-28;But wearing jeans with no underware is just rachet._.not like i've done that too...;;;;
26577;2013-01-28;ATTENTION TO ALL DRAMA KIDS: Wear the theater sweatshirt, scarf, and jeans tomorrow for spirt day!!!!!!!!!!!!!;;;;
26578;2013-01-28;Guess Ill just wear jeans and my Cheer jacket since tomorrow is game day;;;;
26580;2013-01-28;girl you know I love the way you shake it in them jeans;;;;
26583;2013-01-28;Ya well I can't find and jeans so looks like I'm giving tours in my sweats.;;;;
26584;2013-01-28;"@Brezbriznost ""took his jeans down"" or ""He put his pants down"" Depende de como se diga la oración.";;@Brezbriznost;;
26585;2013-01-28;@7FAM Met a huge personal goal in '12 (bought a condo), now I'm focusing on health. Just a few lbs away from my goal weight and 7FAM jeans !;;@7FAM;;
26586;2013-01-28;Kylee's getting a pair of jeans !;;;;
26588;2013-01-28;How far into their 20s do boys have to be until they stop wearing running shoes with jeans ???;;;;
26589;2013-01-28;But I'm NOT , just sneakers jeans and a tshirt :( I'm a dissappointment;;;;
26590;2013-01-28;#YoureMoreAttractiveIf your idea of dressing up is a nice button up jeans boots and your hat...but I might steal it.;;;#YoureMoreAttractiveIf;
26591;2013-01-28;@jackiemunnell haha I know! We look so much nicer since we wear jeans though!! But it sucks in the kids room!;;@jackiemunnell;;
26592;2013-01-28;When guys wear jeans >>> #attractive;;;#attractive;
26594;2013-01-28;$64 on 3 pairs of Abercrombie & Fitch jeans ? Okayyy;;;;
26595;2013-01-28;I gotta cop me some Robbin Jeans idk when though;;;;
26597;2013-01-28;@JustbLisa @debbgould @thedendolls the jeans I got are a perfect fit she knows my size better than I do lol;;@JustbLisa @debbgould @thedendolls;;
26598;2013-01-28;i don't remember the last time i wore jeans .;;;;
26599;2013-01-28;Wear Comfortisse Jeans . It’s very comfortable yet it looks like designer jeans . Order now and call 8177000.;;;;
26600;2013-01-28;Nobody gives 2 fucks if a celebrity spent 18 racks on jeans like bitch u jus made me wanna shut my tv off n give ur news channel a bad ratin;;;;
26601;2013-01-28;ginuwine in those jeans;;;;
26602;2013-01-28;I have a real thing about light wash jeans in winter #PutThemAway;Preston, England;;#PutThemAway;
26603;2013-01-28;You still have to squeeze into your jeans but you're perfect to me #LittleThings #JudgeMe;;;#LittleThings #JudgeMe;
26604;2013-01-28;When guys wear khaki skinny jeans > #YESLORD;;;#YESLORD;
26605;2013-01-28;FML when will I ever learn my jeans size now I gotta return this hoes they to dam big;;;;
26607;2013-01-28;Ripped jeans , skin was showin, Hot night, wind was blowin, where you think you're going babbbbby @Dessica_Javis;;@Dessica_Javis;;
26608;2013-01-28;You never want to know how much you weigh You still have to squeeze into your jeans But you're perfect to me Amei! @_ketlennbarros;;@_ketlennbarros;;
26609;2013-01-28;Ravens wore suits to NOLA. 49ers wore jeans & t-shirts #business trip #RavensNation;;;#business #RavensNation;
26610;2013-01-28;#IReallyDislike chinos and cuffed jeans;;;#IReallyDislike;
26611;2013-01-28;155 quid. stone island polo or armani jeans #discuss @MarkJo72_15;;@MarkJo72_15;#discuss;
26612;2013-01-28;@Julianna1107 @brophy_jessica I really dunno you, but, she's allowed to wear what she wants. Id rather be comfortable then always in jeans .;;@Julianna1107 @brophy_jessica;;
26613;2013-01-28;Let you put your hands on me in my skin tight jeans , be a teenage dream tonight.;;;;
26614;2013-01-28;@caramelfrap2go @CyprusRoyale ...dat ass was calling last friday. blame your misleading jeans .;;@caramelfrap2go @CyprusRoyale;;
26615;2013-01-28;RT @duttyianconnor : All My Jeans Are Literally Ksubi, Tsubi, or Subi.;;@duttyianconnor;;
26616;2013-01-28;Would jeans or khakis be more appropriate for nerd day?;;;;
